Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2015-04-03,Good Friday,Good Friday,AU,False,True,,Public,
2015-04-04,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2015-04-05,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2015-04-06,Easter Monday,Easter Monday,AU,False,True,,Public,
2015-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2015-05-04,May Day,May Day,AU,False,False,,Public,AU-NT
2015-05-04,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2015-06-01,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2015-06-01,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2015-06-08,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2015-08-03,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2015-10-05,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2015-12-25,Christmas Day,Christmas Day,AU,False,True,,Public,
2015-12-28,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
2016-01-01,New Year's Day,New Year's Day,AU,True,True,,Public,
2016-01-26,Australia Day,Australia Day,AU,False,True,,Public,
2016-03-07,Labour Day,Labour Day,AU,False,False,,Public,AU-WA
2016-03-14,Canberra Day,Canberra Day,AU,False,False,,Public,AU-ACT
2016-03-14,March Public Holiday,March Public Holiday,AU,False,False,,Public,AU-SA
2016-03-14,Eight Hours Day,Eight Hours Day,AU,False,False,,Public,AU-TAS
2016-03-14,Labour Day,Labour Day,AU,False,False,,Public,AU-VIC
2016-03-25,Good Friday,Good Friday,AU,False,True,,Public,
2016-03-26,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2016-03-27,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2016-03-28,Easter Monday,Easter Monday,AU,False,True,,Public,
2016-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2016-05-02,May Day,May Day,AU,False,False,,Public,AU-NT
2016-05-02,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2016-05-30,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2016-06-06,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2016-06-13,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2016-08-01,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2016-10-03,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2016-12-26,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
2016-12-27,Christmas Day,Christmas Day,AU,False,True,,Public,
2017-01-01,New Year's Day,New Year's Day,AU,True,True,,Public,
2017-01-26,Australia Day,Australia Day,AU,False,True,,Public,
2017-03-06,Labour Day,Labour Day,AU,False,False,,Public,AU-WA
2017-03-13,Canberra Day,Canberra Day,AU,False,False,,Public,AU-ACT
2017-03-13,March Public Holiday,March Public Holiday,AU,False,False,,Public,AU-SA
2017-03-13,Eight Hours Day,Eight Hours Day,AU,False,False,,Public,AU-TAS
2017-03-13,Labour Day,Labour Day,AU,False,False,,Public,AU-VIC
2017-04-14,Good Friday,Good Friday,AU,False,True,,Public,
2017-04-15,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2017-04-16,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2017-04-17,Easter Monday,Easter Monday,AU,False,True,,Public,
2017-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2017-05-01,May Day,May Day,AU,False,False,,Public,AU-NT
2017-05-01,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2017-05-29,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2017-06-05,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2017-06-12,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2017-08-07,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2017-10-02,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2017-12-25,Christmas Day,Christmas Day,AU,False,True,,Public,
2017-12-26,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
2018-01-01,New Year's Day,New Year's Day,AU,True,True,,Public,
2018-01-26,Australia Day,Australia Day,AU,False,True,,Public,
2018-03-05,Labour Day,Labour Day,AU,False,False,,Public,AU-WA
2018-03-12,Canberra Day,Canberra Day,AU,False,False,,Public,AU-ACT
2018-03-12,March Public Holiday,March Public Holiday,AU,False,False,,Public,AU-SA
2018-03-12,Eight Hours Day,Eight Hours Day,AU,False,False,,Public,AU-TAS
2018-03-12,Labour Day,Labour Day,AU,False,False,,Public,AU-VIC
2018-03-30,Good Friday,Good Friday,AU,False,True,,Public,
2018-03-31,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2018-04-01,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2018-04-02,Easter Monday,Easter Monday,AU,False,True,,Public,
2018-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2018-05-07,May Day,May Day,AU,False,False,,Public,AU-NT
2018-05-07,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2018-05-28,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2018-06-04,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2018-06-11,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2018-08-06,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2018-10-01,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2018-12-25,Christmas Day,Christmas Day,AU,False,True,,Public,
2018-12-26,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
2019-01-01,New Year's Day,New Year's Day,AU,True,True,,Public,
2019-01-28,Australia Day,Australia Day,AU,False,True,,Public,
2019-03-04,Labour Day,Labour Day,AU,False,False,,Public,AU-WA
2019-03-11,Canberra Day,Canberra Day,AU,False,False,,Public,AU-ACT
2019-03-11,March Public Holiday,March Public Holiday,AU,False,False,,Public,AU-SA
2019-03-11,Eight Hours Day,Eight Hours Day,AU,False,False,,Public,AU-TAS
2019-03-11,Labour Day,Labour Day,AU,False,False,,Public,AU-VIC
2019-04-19,Good Friday,Good Friday,AU,False,True,,Public,
2019-04-20,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2019-04-21,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2019-04-22,Easter Monday,Easter Monday,AU,False,True,,Public,
2019-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2019-05-06,May Day,May Day,AU,False,False,,Public,AU-NT
2019-05-06,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2019-05-27,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2019-06-03,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2019-06-10,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2019-08-05,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2019-10-07,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2019-12-25,Christmas Day,Christmas Day,AU,False,True,,Public,
2019-12-26,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
2020-01-01,New Year's Day,New Year's Day,AU,True,True,,Public,
2020-01-27,Australia Day,Australia Day,AU,False,True,,Public,
2020-03-02,Labour Day,Labour Day,AU,False,False,,Public,AU-WA
2020-03-09,Canberra Day,Canberra Day,AU,False,False,,Public,AU-ACT
2020-03-09,March Public Holiday,March Public Holiday,AU,False,False,,Public,AU-SA
2020-03-09,Eight Hours Day,Eight Hours Day,AU,False,False,,Public,AU-TAS
2020-03-09,Labour Day,Labour Day,AU,False,False,,Public,AU-VIC
2020-04-10,Good Friday,Good Friday,AU,False,True,,Public,
2020-04-11,Easter Eve,Holy Saturday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-QLD,AU-SA,AU-VIC"
2020-04-12,Easter Sunday,Easter Sunday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-VIC"
2020-04-13,Easter Monday,Easter Monday,AU,False,True,,Public,
2020-04-25,Anzac Day,Anzac Day,AU,True,True,,Public,
2020-05-04,May Day,May Day,AU,False,False,,Public,AU-NT
2020-05-04,Labour Day,Labour Day,AU,False,False,,Public,AU-QLD
2020-06-01,Reconciliation Day,Reconciliation Day,AU,False,False,2018.0,Public,AU-ACT
2020-06-01,Western Australia Day,Western Australia Day,AU,False,False,,Public,AU-WA
2020-06-08,Queen's Birthday,Queen's Birthday,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-NT,AU-SA,AU-TAS,AU-VIC"
2020-08-03,Picnic Day,Picnic Day,AU,False,False,,Public,AU-NT
2020-10-05,Labour Day,Labour Day,AU,False,False,,Public,"AU-ACT,AU-NSW,AU-SA"
2020-12-25,Christmas Day,Christmas Day,AU,False,True,,Public,
2020-12-28,Boxing Day,St. Stephen's Day,AU,False,True,,Public,
